sigx[m]	Betax[m]	Name	tilt2[rad]	Betay[m]	Material	Angle[rad]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00025497	128.6710867	TCSG.A4L7.B1	0	141.2954165	Mo	2.34921	3e-06	0.0019592348	0	0.00026718	1	28	7.5
0.00025497	128.6710867	TCSG.A4L7.B1	0	141.2954165	MoC	2.34921	0.025	0.0019592348	0	0.00026718	1	28	7.5
0.00024446	118.2810736	TCSG.A4R7.B1	0	152.2203384	Mo	0.80809	3e-06	0.0019661066	0	0.00027732	1	30	7.5
0.00024446	118.2810736	TCSG.A4R7.B1	0	152.2203384	MoC	0.80809	0.025	0.0019661066	0	0.00027732	1	30	7.5
0.00024446	118.2810736	TCSG.A4R7.B1	0	152.2203384	Mo	0.80809	3e-06	0.0019661066	0	0.00027732	1	30	7.5
0.00024446	118.2810736	TCSG.A4R7.B1	0	152.2203384	MoC	0.80809	0.025	0.0019661066	0	0.00027732	1	30	7.5
0.00024812	121.8533081	TCSG.B5R7.B1	0	267.5806509	Mo	2.46964	3e-06	0.0022511918	0	0.00036768	1	36	7.5
0.00024812	121.8533081	TCSG.B5R7.B1	0	267.5806509	MoC	2.46964	0.025	0.0022511918	0	0.00036768	1	36	7.5
0.00024812	121.8533081	TCSG.B5R7.B1	0	267.5806509	Mo	2.46964	3e-06	0.0022511918	0	0.00036768	1	36	7.5
0.00024812	121.8533081	TCSG.B5R7.B1	0	267.5806509	MoC	2.46964	0.025	0.0022511918	0	0.00036768	1	36	7.5
0.00032873	213.8851121	TCSG.D5R7.B1	0	158.5529547	Mo	0.8971	3e-06	0.0022622942	0	0.00028303	1	40	7.5
0.00032873	213.8851121	TCSG.D5R7.B1	0	158.5529547	MoC	0.8971	0.025	0.0022622942	0	0.00028303	1	40	7.5
0.00032873	213.8851121	TCSG.D5R7.B1	0	158.5529547	Mo	0.8971	3e-06	0.0022622942	0	0.00028303	1	40	7.5
0.00032873	213.8851121	TCSG.D5R7.B1	0	158.5529547	MoC	0.8971	0.025	0.0022622942	0	0.00028303	1	40	7.5
0.00034924	241.4085982	TCSG.E5R7.B1	0	136.1173884	Mo	2.27765	3e-06	0.0022650392	0	0.00026224	1	42	7.5
0.00034924	241.4085982	TCSG.E5R7.B1	0	136.1173884	MoC	2.27765	0.025	0.0022650392	0	0.00026224	1	42	7.5
0.00034924	241.4085982	TCSG.E5R7.B1	0	136.1173884	Mo	2.27765	3e-06	0.0022650392	0	0.00026224	1	42	7.5
0.00034924	241.4085982	TCSG.E5R7.B1	0	136.1173884	MoC	2.27765	0.025	0.0022650392	0	0.00026224	1	42	7.5
0.00041187	335.7666893	TCSG.6R7.B1	0	47.35650418	Mo	0.00873	3e-06	0.003088939	0	0.00015468	1	44	7.5
0.00041187	335.7666893	TCSG.6R7.B1	0	47.35650418	MoC	0.00873	0.025	0.003088939	0	0.00015468	1	44	7.5
0.00041187	335.7666893	TCSG.6R7.B1	0	47.35650418	Mo	0.00873	3e-06	0.003088939	0	0.00015468	1	44	7.5
0.00041187	335.7666893	TCSG.6R7.B1	0	47.35650418	MoC	0.00873	0.025	0.003088939	0	0.00015468	1	44	7.5
0.00038742	297.0758492	TCLA.A6R7.B1	0	48.15513343	W	1.571	0.025	0.0017157638	0	0.00015598	1	50	11
0.00038742	297.0758492	TCLA.A6R7.B1	0	48.15513343	W	1.571	0.025	0.0017157638	0	0.00015598	1	50	11
0.00028388	159.5043898	TCLA.B6R7.B1	0	76.38768665	W	0	0.025	0.0031226441	0	0.00019645	1	51	11
0.00028388	159.5043898	TCLA.B6R7.B1	0	76.38768665	W	0	0.025	0.0031226441	0	0.00019645	1	51	11
0.00018619	68.61722712	TCLA.C6R7.B1	0	151.8870115	W	1.571	0.025	0.0030471686	0	0.00027702	1	52	11
0.00018619	68.61722712	TCLA.C6R7.B1	0	151.8870115	W	1.571	0.025	0.0030471686	0	0.00027702	1	52	11
0.00018129	65.04935054	TCLA.D6R7.B1	0	157.9157299	W	0	0.025	0.0019941492	0	0.00028246	1	53	11
0.00018129	65.04935054	TCLA.D6R7.B1	0	157.9157299	W	0	0.025	0.0019941492	0	0.00028246	1	53	11
0.00018071	64.6338743	TCLA.A7R7.B1	0	146.453826	W	0	0.025	0.0019877706	0	0.00027202	1	54	11
0.00018071	64.6338743	TCLA.A7R7.B1	0	146.453826	W	0	0.025	0.0019877706	0	0.00027202	1	54	11
0.00034905	241.1571853	TCTPH.4L8.B1	0	301.760653	W	0	0.025	0.0052358216	0	0.00039046	1	60	15
0.00034905	241.1571853	TCTPH.4L8.B1	0	301.760653	W	0	0.025	0.0052358216	0	0.00039046	1	60	15
0.0003566	251.6986902	TCTPV.4L8.B1	0	302.9580861	W	1.571	0.025	0.0058684852	0	0.00039123	1	62	15
0.0003566	251.6986902	TCTPV.4L8.B1	0	302.9580861	W	1.571	0.025	0.0058684852	0	0.00039123	1	62	15
0.0010432	2154.118553	TCTPH.4L1.B1	0	825.4893742	W	0	0.025	0.0092847088	0	0.0006458	1	55	8.9
0.0010432	2154.118553	TCTPH.4L1.B1	0	825.4893742	W	0	0.025	0.0092847088	0	0.0006458	1	55	8.9
0.0010453	2162.757113	TCTPV.4L1.B1	0	871.717941	W	1.571	0.025	0.0059063815	0	0.00066364	1	56	8.9
0.0010453	2162.757113	TCTPV.4L1.B1	0	871.717941	W	1.571	0.025	0.0059063815	0	0.00066364	1	56	8.9
